Time (seconds),light,sound,temp,movement
991.61,,,28,
991.71,,,,1042
991.83,0,,,
991.99,,48,,
992.10,,,28,
992.32,0,,,
992.48,,7,,
992.58,,,28,
992.68,,,,1039
992.80,0,,,
992.96,,67,,
993.06,,,28,
993.16,,,,1041
993.28,0,,,
993.44,,0,,
993.55,,,28,
993.65,,,,1039
993.77,0,,,
993.93,,26,,
994.03,,,28,
994.13,,,,1029
994.26,0,,,
994.41,,18,,
994.52,,,28,
994.62,,,,1029
994.74,0,,,
994.90,,3,,
995.00,,,28,
995.10,,,,1031
995.22,0,,,
995.38,,11,,
995.48,,,28,
995.58,,,,1031
995.70,0,,,
995.86,,11,,
995.96,,,28,
996.06,,,,1043
996.18,0,,,
996.35,,86,,
996.45,,,28,
996.55,,,,1034
996.67,0,,,
996.83,,71,,
996.93,,,28,
997.03,,,,1038
997.15,0,,,
997.32,,26,,
997.42,,,28,
997.52,,,,1031
997.64,0,,,
997.80,,7,,
998.00,,,,1042
998.12,0,,,
998.28,,3,,
998.38,,,28,
998.48,,,,1040
998.61,0,,,
998.77,,86,,
998.87,,,28,
998.97,,,,1031
999.09,0,,,
999.25,,45,,
999.35,,,28,
999.45,,,,984
999.57,0,,,
999.73,,75,,
999.84,,,28,
999.94,,,,1030
1000.06,0,,,
1000.22,,26,,
1000.32,,,28,
1000.42,,,,1036
1000.54,0,,,
1000.70,,97,,
1000.80,,,28,
1000.90,,,,1101
1001.02,0,,,
1001.19,,26,,
1001.29,,,28,
1001.39,,,,1055
1001.51,0,,,
1001.67,,22,,
1001.77,,,28,
1001.87,,,,1038
1001.99,0,,,
1002.15,,18,,
1002.26,,,28,
1002.36,,,,1044
1002.48,0,,,
1002.64,,7,,
1002.74,,,28,
1002.84,,,,1028
1002.96,0,,,
1003.12,,90,,
1003.22,,,28,
1003.32,,,,1038
1003.44,0,,,
1003.61,,71,,
1003.71,,,28,
1003.81,,,,1043
1003.93,0,,,
1004.09,,82,,
1004.19,,,28,
1004.29,,,,1028
1004.41,0,,,
1004.57,,22,,
1004.68,,,28,
1004.78,,,,1045
1004.90,0,,,
1005.06,,56,,
1005.16,,,28,
1005.26,,,,1051
1005.38,0,,,
1005.54,,22,,
1005.64,,,28,
1005.74,,,,1034
1005.86,0,,,
1006.02,,22,,
1006.13,,,28,
1006.23,,,,1036
1006.35,0,,,
1006.51,,90,,
1006.61,,,28,
1006.71,,,,1042
1006.83,0,,,
1006.99,,22,,
1007.10,,,28,
1007.20,,,,1037
1007.32,0,,,
1007.48,,71,,
1007.58,,,28,
1007.68,,,,1039
1007.80,0,,,
1007.96,,86,,
1008.06,,,28,
1008.16,,,,1042
1008.28,0,,,
1008.44,,63,,
1008.54,,,28,
1008.64,,,,1033
1008.76,0,,,
1008.93,,18,,
1009.03,,,28,
1009.13,,,,1038
1009.25,0,,,
1009.41,,48,,
1009.51,,,28,
1009.61,,,,1042
1009.73,0,,,
1009.90,,15,,
1010.00,,,28,
1010.10,,,,1035
1010.22,0,,,
1010.38,,90,,
1010.48,,,28,
1010.58,,,,1035
1010.70,0,,,
1010.86,,75,,
1010.96,,,28,
1011.06,,,,1057
1011.19,0,,,
1011.35,,11,,
1011.45,,,28,
1011.55,,,,1034
1011.67,0,,,
1011.83,,67,,
1011.93,,,28,
1012.03,,,,1035
1012.15,0,,,
1012.31,,0,,
1012.42,,,28,
1012.52,,,,1027
1012.64,0,,,
1012.80,,3,,
1012.90,,,28,
1013.00,,,,1037
1013.12,0,,,
1013.28,,22,,
1013.38,,,28,
1013.48,,,,1030
1013.60,0,,,
1013.77,,7,,
1013.87,,,28,
1013.97,,,,1021
1014.09,0,,,
1014.25,,18,,
1014.35,,,28,
1014.45,,,,1035
1014.57,0,,,
1014.73,,56,,
1014.84,,,28,
1014.94,,,,1057
1015.06,0,,,
1015.22,,33,,
1015.32,,,28,
1015.42,,,,1045
1015.54,0,,,
1015.70,,82,,
1015.80,,,28,
1015.90,,,,1033
1016.02,0,,,
1016.19,,48,,
1016.29,,,28,
1016.39,,,,1030
1016.51,0,,,
1016.67,,67,,
1016.77,,,28,
1016.87,,,,1048
1016.99,0,,,
1017.15,,78,,
1017.26,,,28,
1017.36,,,,1032
1017.48,0,,,
1017.64,,52,,
1017.74,,,28,
1017.84,,,,1045
1017.96,0,,,
1018.12,,82,,
1018.22,,,28,
1018.32,,,,1036
1018.44,0,,,
1018.60,,60,,
1018.71,,,28,
1018.81,,,,1028
1018.93,0,,,
1019.09,,30,,
1019.19,,,28,
1019.29,,,,1041
1019.41,0,,,
1019.57,,52,,
1019.68,,,28,
1019.78,,,,1046
1019.90,0,,,
1020.06,,86,,
1020.16,,,28,
1020.26,,,,1038
1020.38,0,,,
1020.54,,3,,
1020.64,,,28,
1020.74,,,,1041
1020.86,0,,,
1021.02,,75,,
1021.12,,,28,
1021.22,,,,1038
1021.34,0,,,
1021.51,,101,,
1021.61,,,28,
1021.71,,,,1042
1021.83,0,,,
1021.99,,30,,
1022.09,,,28,
1022.19,,,,1038
1022.31,0,,,
1022.48,,90,,
1022.58,,,28,
1022.68,,,,1045
1022.80,0,,,
1022.96,,7,,
1023.06,,,28,
1023.16,,,,1039
1023.28,0,,,
1023.44,,0,,
1023.54,,,28,
1023.64,,,,1031
1023.77,0,,,
1023.93,,78,,
1024.13,,,,1051
1024.25,0,,,
1024.41,,37,,
1024.51,,,28,
1024.61,,,,1045
1024.73,0,,,
1024.89,,33,,
1025.00,,,28,
1025.10,,,,1053
1025.22,0,,,
1025.38,,41,,
1025.48,,,28,
1025.58,,,,1070
1025.70,0,,,
1025.86,,75,,
1025.97,,,28,
1026.06,,,,1111
1026.18,0,,,
1026.35,,75,,
1026.45,,,28,
1026.55,,,,1012
1026.67,0,,,
1026.83,,37,,
1026.93,,,28,
1027.03,,,,1040
1027.15,0,,,
1027.31,,48,,
1027.42,,,28,
1027.52,,,,1022
1027.64,0,,,
1027.80,,48,,
1027.90,,,28,
1028.00,,,,1001
1028.12,0,,,
1028.28,,11,,
1028.38,,,28,
1028.48,,,,1039
1028.60,0,,,
1028.77,,93,,
1028.87,,,28,
1028.97,,,,1036
1029.09,0,,,
1029.25,,7,,
1029.35,,,28,
1029.45,,,,1046
1029.57,0,,,
1029.73,,0,,
1029.84,,,28,
1029.94,,,,1023
1030.06,0,,,
1030.22,,63,,
1030.32,,,28,
1030.54,0,,,
1030.70,,60,,
1030.80,,,28,
1030.90,,,,1033
1031.03,0,,,
1031.18,,0,,
1031.29,,,28,
1031.39,,,,1026
1031.51,0,,,
1031.67,,0,,
1031.77,,,28,
1031.87,,,,1039
1031.99,0,,,
1032.15,,0,,
1032.25,,,28,
1032.35,,,,1030
1032.47,0,,,
1032.64,,30,,
1032.74,,,28,
1032.84,,,,1023
1032.96,0,,,
1033.12,,67,,
1033.22,,,28,
1033.32,,,,1038
1033.44,0,,,
1033.60,,7,,
1033.70,,,28,
1033.80,,,,1038
1033.92,0,,,
1034.09,,15,,
1034.19,,,28,
1034.29,,,,1025
1034.41,0,,,
1034.57,,41,,
1034.67,,,28,
1034.77,,,,1032
1034.89,0,,,
1035.06,,0,,
1035.16,,,28,
1035.26,,,,1039
1035.38,0,,,
1035.54,,75,,
1035.64,,,28,
1035.74,,,,1037
1035.86,0,,,
1036.02,,0,,
1036.12,,,28,
1036.22,,,,1029
1036.34,0,,,
1036.51,,26,,
1036.61,,,28,
1036.71,,,,1032
1036.83,0,,,
1036.99,,48,,
1037.09,,,28,
1037.19,,,,1038
1037.31,0,,,
1037.47,,33,,
1037.58,,,28,
1037.68,,,,1030
1037.80,0,,,
1037.96,,0,,
1038.06,,,28,
1038.16,,,,1042
1038.28,0,,,
1038.44,,0,,
1038.54,,,28,
1038.64,,,,1023
1038.76,0,,,
1038.93,,18,,
1039.03,,,28,
1039.13,,,,1015
1039.25,0,,,
1039.41,,67,,
1039.51,,,28,
1039.61,,,,1035
1039.73,0,,,
1039.89,,30,,
1040.00,,,28,
1040.10,,,,1055
1040.22,0,,,
1040.38,,138,,
1040.48,,,28,
1040.58,,,,1043
1040.70,0,,,
1040.86,,11,,
1040.96,,,28,
1041.06,,,,1008
1041.18,0,,,
1041.34,,78,,
1041.45,,,28,
1041.55,,,,1015
1041.67,0,,,
1041.83,,90,,
1041.93,,,28,
1042.03,,,,1025
1042.15,0,,,
1042.31,,37,,
1042.42,,,28,
1042.64,0,,,
1042.80,,3,,
1042.90,,,28,
1043.00,,,,1033
1043.12,0,,,
1043.28,,41,,
1043.38,,,28,
1043.60,0,,,
1043.76,,18,,
1043.87,,,28,
1043.97,,,,995
1044.09,0,,,
1044.25,,105,,
1044.35,,,28,
1044.45,,,,1018
1044.57,0,,,
1044.73,,86,,
1044.83,,,28,
1044.93,,,,1026
1045.05,0,,,
1045.22,,22,,
1045.32,,,28,
1045.42,,,,1025
1045.54,0,,,
1045.70,,78,,
1045.80,,,28,
1045.90,,,,1031
1046.02,0,,,
1046.18,,7,,
1046.28,,,28,
1046.38,,,,1028
1046.50,0,,,
1046.67,,71,,
1046.77,,,28,
1046.87,,,,1038
1046.99,0,,,
1047.15,,48,,
1047.25,,,28,
1047.35,,,,1026
1047.47,0,,,
1047.63,,52,,
1047.74,,,28,
1047.84,,,,1026
1047.96,0,,,
1048.12,,120,,
1048.22,,,28,
1048.32,,,,1024
1048.44,0,,,
1048.60,,0,,
1048.70,,,28,
1048.80,,,,1028
1048.92,0,,,
1049.09,,26,,
1049.19,,,28,
1049.29,,,,1033
1049.41,0,,,
1049.57,,15,,
1049.67,,,28,
1049.77,,,,1041
1049.89,0,,,
1050.05,,71,,
1050.16,,,28,
1050.26,,,,1035
1050.38,0,,,
1050.54,,0,,
1050.64,,,28,
1050.86,0,,,
1051.02,,33,,
1051.12,,,28,
1051.22,,,,1023
1051.34,0,,,
1051.51,,75,,
1051.61,,,28,
1051.71,,,,1093
1051.83,0,,,
1051.99,,60,,
1052.09,,,28,
1052.19,,,,1018
1052.31,0,,,
1052.47,,63,,
1052.58,,,28,
1052.68,,,,1045
1052.80,0,,,
1052.96,,30,,
1053.06,,,28,
1053.16,,,,1056
1053.28,0,,,
1053.44,,56,,
1053.55,,,28,
1053.64,,,,1026
1053.77,0,,,
1053.92,,56,,
1054.03,,,28,
1054.13,,,,1037
1054.25,0,,,
1054.41,,41,,
1054.51,,,28,
1054.61,,,,1044
1054.74,0,,,
1054.89,,52,,
1055.00,,,28,
1055.10,,,,1019
1055.22,0,,,
1055.38,,22,,
1055.48,,,28,
1055.58,,,,1038
1055.70,0,,,
1055.86,,7,,
1055.96,,,28,
1056.06,,,,1026
1056.18,0,,,
1056.34,,0,,
1056.44,,,28,
1056.54,,,,1041
1056.66,0,,,
1056.83,,18,,
1056.93,,,28,
1057.03,,,,1030
1057.15,0,,,
1057.31,,67,,
1057.41,,,28,
1057.51,,,,1032
1057.63,0,,,
1057.80,,11,,
1057.90,,,28,
1058.00,,,,1024
1058.12,0,,,
1058.28,,30,,
1058.38,,,28,
1058.48,,,,1034
1058.60,0,,,
1058.76,,90,,
1058.86,,,28,
1058.96,,,,997
1059.08,0,,,
1059.25,,45,,
1059.35,,,28,
1059.45,,,,1033
1059.57,0,,,
1059.73,,67,,
1059.83,,,28,
1059.93,,,,1016
1060.05,0,,,
1060.21,,63,,
1060.32,,,28,
1060.42,,,,1029
1060.54,0,,,
1060.70,,30,,
1060.80,,,28,
1060.90,,,,1026
1061.02,0,,,
1061.18,,18,,
1061.28,,,28,
1061.38,,,,1031
1061.51,0,,,
1061.67,,90,,
1061.77,,,28,
1061.87,,,,1045
1061.99,0,,,
1062.15,,26,,
1062.25,,,28,
1062.35,,,,1030
1062.47,0,,,
1062.63,,7,,
1062.74,,,28,
1062.84,,,,1035
1062.96,0,,,
1063.12,,22,,
1063.32,,,,1032
1063.44,0,,,
1063.60,,18,,
1063.70,,,28,
1063.80,,,,1033
1063.92,0,,,
1064.09,,11,,
1064.19,,,28,
1064.29,,,,1023
1064.41,0,,,
1064.57,,97,,
1064.67,,,28,
1064.77,,,,1041
1064.89,0,,,
1065.05,,45,,
1065.16,,,28,
1065.26,,,,1034
1065.38,0,,,
1065.54,,48,,
1065.64,,,28,
1065.74,,,,1034
1065.86,0,,,
1066.02,,26,,
1066.12,,,28,
1066.23,,,,1027
1066.34,0,,,
1066.50,,0,,
1066.61,,,28,
1066.71,,,,1036
1066.83,0,,,
1066.99,,93,,
1067.09,,,28,
1067.19,,,,1023
1067.31,0,,,
1067.47,,15,,
1067.58,,,28,
1067.68,,,,1018
1067.80,0,,,
1067.96,,37,,
1068.06,,,28,
1068.16,,,,1022
1068.28,0,,,
1068.44,,26,,
1068.54,,,28,
1068.64,,,,1029
1068.76,0,,,
1068.92,,78,,
1069.02,,,28,
1069.12,,,,1031
1069.24,0,,,
1069.41,,60,,
1069.51,,,28,
1069.61,,,,1023
1069.73,0,,,
1069.89,,56,,
1069.99,,,28,
1070.09,,,,1032
1070.38,,52,,
1070.48,,,28,
1070.58,,,,1021
1070.70,0,,,
1070.86,,18,,
1070.96,,,28,
1071.06,,,,1035
1071.18,0,,,
1071.34,,0,,
1071.44,,,28,
1071.54,,,,1026
1071.66,0,,,
1071.83,,26,,
1071.93,,,28,
1072.03,,,,1031
1072.15,0,,,
1072.31,,90,,
1072.41,,,28,
1072.51,,,,1027
1072.63,0,,,
1072.79,,60,,
1072.90,,,28,
1073.00,,,,1028
1073.12,0,,,
1073.28,,18,,
1073.38,,,28,
1073.48,,,,1021
1073.60,0,,,
1073.76,,0,,
1073.86,,,28,
1073.96,,,,1028
1074.08,0,,,
1074.25,,56,,
1074.35,,,28,
1074.45,,,,1028
1074.57,0,,,
1074.73,,86,,
1074.83,,,28,
1074.93,,,,1028
1075.05,0,,,
1075.21,,71,,
1075.32,,,28,
1075.42,,,,1025
1075.54,0,,,
1075.70,,18,,
1075.80,,,28,
1075.90,,,,1027
1076.03,0,,,
1076.18,,18,,
1076.28,,,28,
1076.38,,,,1039
1076.51,0,,,
1076.67,,75,,
1076.77,,,28,
1076.87,,,,1049
1076.99,0,,,
1077.15,,60,,
1077.25,,,28,
1077.35,,,,1044
1077.47,0,,,
1077.63,,82,,
1077.74,,,28,
1077.84,,,,1030
1077.96,0,,,
1078.12,,75,,
1078.22,,,28,
1078.32,,,,1004
1078.44,0,,,
1078.60,,67,,
1078.70,,,28,
1078.80,,,,1037
1078.93,0,,,
1079.08,,26,,
1079.19,,,28,
1079.29,,,,1018
1079.41,0,,,
1079.57,,60,,
1079.67,,,28,
1079.77,,,,1037
1079.89,0,,,
1080.05,,60,,
1080.16,,,28,
1080.26,,,,1024
1080.38,0,,,
1080.54,,26,,
1080.64,,,28,
1080.74,,,,1028
1080.86,0,,,
1081.02,,116,,
1081.12,,,28,
1081.22,,,,1018
1081.34,0,,,
1081.50,,71,,
1081.60,,,28,
1081.70,,,,1018
1081.83,0,,,
1081.99,,56,,
1082.09,,,28,
1082.19,,,,1024
1082.31,0,,,
1082.47,,11,,
1082.57,,,28,
1082.67,,,,1023
1082.79,0,,,
1082.96,,37,,
1083.06,,,28,
1083.16,,,,1034
1083.28,0,,,
1083.44,,82,,
1083.54,,,28,
1083.64,,,,1038
1083.76,0,,,
1083.92,,45,,
1084.02,,,28,
1084.12,,,,1032
1084.24,0,,,
1084.41,,63,,
1084.51,,,28,
1084.61,,,,1041
1084.73,0,,,
1084.89,,78,,
1084.99,,,28,
1085.09,,,,1021
1085.21,0,,,
1085.37,,33,,
1085.48,,,28,
1085.58,,,,1036
1085.70,0,,,
1085.86,,82,,
1085.96,,,28,
1086.06,,,,1018
1086.18,0,,,
1086.34,,48,,
1086.44,,,28,
1086.54,,,,1035
1086.66,0,,,
1086.83,,78,,
1086.93,,,28,
1087.03,,,,1022
1087.15,0,,,
1087.31,,75,,
1087.41,,,28,
1087.51,,,,1022
1087.63,0,,,
1087.79,,82,,
1087.90,,,28,
1088.00,,,,1034
1088.12,0,,,
1088.28,,48,,
1088.38,,,28,
1088.48,,,,1029
1088.60,0,,,
1088.76,,18,,
1088.86,,,28,
1088.96,,,,1036
1089.08,0,,,
1089.25,,60,,
1089.35,,,28,
1089.45,,,,1033
1089.57,0,,,
1089.73,,45,,
1089.83,,,28,
1089.93,,,,1002
1090.05,0,,,
1090.21,,63,,
1090.32,,,28,
1090.42,,,,1023
1090.54,0,,,
1090.70,,108,,
1090.90,,,,1026
1091.02,0,,,
1091.18,,30,,
1091.28,,,28,
1091.39,,,,1018
1091.51,0,,,
1091.66,,15,,
1091.77,,,28,
1091.87,,,,1030
1091.99,0,,,
1092.15,,75,,
1092.25,,,28,
1092.35,,,,1041
1092.63,,90,,
1092.73,,,28,
1092.83,,,,992
1092.96,0,,,
1093.12,,86,,
1093.22,,,28,
1093.32,,,,1062
1093.44,0,,,
1093.60,,112,,
1093.70,,,28,
1093.80,,,,997
1093.92,0,,,
1094.08,,97,,
1094.18,,,28,
1094.28,,,,1012
1094.40,0,,,
1094.57,,60,,
1094.67,,,28,
1094.77,,,,1004
1094.89,0,,,
1095.05,,52,,
1095.15,,,28,
1095.25,,,,1039
1095.37,0,,,
1095.54,,86,,
1095.64,,,28,
1095.74,,,,1009
1095.86,0,,,
1096.02,,86,,
1096.12,,,28,
1096.22,,,,1002
1096.34,0,,,
1096.50,,67,,
1096.60,,,28,
1096.70,,,,1032
1096.82,0,,,
1096.99,,33,,
1097.09,,,28,
1097.19,,,,1033
1097.31,0,,,
1097.57,,,28,
1097.67,,,,1031
1097.79,0,,,
1097.95,,60,,
1098.06,,,28,
1098.16,,,,1030
1098.28,0,,,
1098.44,,26,,
1098.54,,,28,
1098.64,,,,1026
1098.76,0,,,
1098.92,,18,,
1099.02,,,28,
1099.12,,,,1033
1099.25,0,,,
1099.41,,15,,
1099.51,,,28,
1099.61,,,,1029
1099.73,0,,,
1099.89,,7,,
1099.99,,,28,
1100.09,,,,1032
1100.37,,0,,
1100.48,,,28,
1100.58,,,,1031
1100.70,0,,,
1100.86,,0,,
1100.96,,,28,
1101.06,,,,1029
1101.18,0,,,
1101.34,,11,,
1101.44,,,28,
1101.54,,,,1034
1101.66,0,,,
1101.83,,108,,
1101.93,,,28,
1102.03,,,,1031
1102.15,0,,,
1102.31,,86,,
1102.41,,,28,
1102.51,,,,1026
1102.64,0,,,
1102.79,,60,,
1102.90,,,28,
1103.00,,,,1065
1103.12,0,,,
1103.28,,67,,
1103.38,,,28,
1103.48,,,,1055
1103.60,0,,,
1103.76,,67,,
1103.86,,,28,
1103.96,,,,1038
1104.08,0,,,
1104.24,,37,,
1104.35,,,28,
1104.45,,,,1026
1104.57,0,,,
1104.73,,63,,
1104.83,,,28,
1104.93,,,,1026
1105.05,0,,,
1105.21,,86,,
1105.31,,,28,
1105.41,,,,1064
1105.53,0,,,
1105.70,,82,,
1105.80,,,28,
1105.90,,,,1035
1106.02,0,,,
1106.18,,78,,
1106.28,,,28,
1106.38,,,,1035
1106.51,0,,,
1106.66,,78,,
1106.76,,,28,
1106.86,,,,1033
1106.98,0,,,
1107.15,,56,,
1107.25,,,28,
1107.35,,,,1038
1107.47,0,,,
1107.63,,71,,
1107.73,,,28,
1107.83,,,,1028
1107.95,0,,,
1108.12,,56,,
1108.22,,,28,
1108.32,,,,1039
1108.44,0,,,
1108.60,,48,,
1108.70,,,28,
1108.80,,,,1036
1108.92,0,,,
1109.08,,86,,
1109.18,,,28,
1109.29,,,,1030
1109.41,0,,,
1109.57,,52,,
1109.67,,,28,
1109.77,,,,1028
1109.89,0,,,
1110.05,,56,,
1110.15,,,28,
1110.25,,,,1030
1110.37,0,,,
1110.53,,101,,
1110.64,,,28,
1110.74,,,,1035
1110.86,0,,,
1111.02,,63,,
1111.12,,,28,
1111.22,,,,1050
1111.34,0,,,
1111.50,,15,,
1111.60,,,28,
1111.70,,,,1039
1111.82,0,,,
1111.99,,82,,
1112.09,,,28,
1112.19,,,,1031
1112.31,0,,,
1112.47,,101,,
1112.57,,,28,
1112.68,,,,1040
1112.80,0,,,
1112.95,,82,,
1113.06,,,28,
1113.16,,,,1031
1113.28,0,,,
1113.44,,52,,
1113.54,,,28,
1113.64,,,,1039
1113.76,0,,,
1113.92,,56,,
1114.02,,,28,
1114.12,,,,1026
1114.24,0,,,
1114.40,,67,,
1114.51,,,28,
1114.61,,,,1029
1114.73,0,,,
1114.89,,45,,
1114.99,,,28,
1115.09,,,,1040
1115.21,0,,,
1115.37,,30,,
1115.48,,,28,
1115.58,,,,1033
1115.70,0,,,
1115.86,,33,,
1115.96,,,28,
1116.06,,,,1020
1116.18,0,,,
1116.34,,82,,
1116.44,,,28,
1116.54,,,,1045
1116.66,0,,,
1116.82,,22,,
1116.92,,,28,
1117.02,,,,1032
1117.14,0,,,
1117.31,,18,,
1117.41,,,28,
1117.51,,,,1027
1117.63,0,,,
1117.79,,37,,
1117.89,,,28,
1117.99,,,,1035
1118.11,0,,,
1118.28,,52,,
1118.38,,,28,
1118.48,,,,1036
1118.60,0,,,
1118.76,,41,,
1118.86,,,28,
1118.96,,,,1026
1119.09,0,,,
1119.24,,60,,
1119.34,,,28,
1119.44,,,,1025
1119.56,0,,,
1119.73,,7,,
1119.83,,,28,
1119.93,,,,1061
1120.05,0,,,
1120.21,,26,,
1120.31,,,28,
1120.41,,,,1039
1120.53,0,,,
1120.69,,30,,
1120.80,,,28,
1120.90,,,,1032
1121.02,0,,,
1121.18,,67,,
1121.28,,,28,
1121.38,,,,1030
1121.50,0,,,
1121.66,,60,,
1121.76,,,28,
1121.86,,,,1028
1121.98,0,,,
1122.15,,63,,
1122.25,,,28,
1122.35,,,,1032
1122.47,0,,,
1122.63,,112,,
1122.73,,,28,
1122.83,,,,1017
1122.95,0,,,
1123.11,,108,,
1123.22,,,28,
1123.32,,,,1029
1123.44,0,,,
1123.60,,52,,
1123.70,,,28,
1123.80,,,,1027
1123.92,0,,,
1124.08,,67,,
1124.18,,,28,
1124.40,0,,,
1124.57,,48,,
1124.67,,,28,
1124.77,,,,1045
1124.89,0,,,
1125.05,,71,,
1125.15,,,28,
1125.25,,,,1031
1125.37,0,,,
1125.53,,82,,
1125.64,,,28,
1125.74,,,,1037
1125.86,0,,,
1126.02,,71,,
1126.12,,,28,
1126.22,,,,1027
1126.34,0,,,
1126.50,,45,,
1126.60,,,28,
1126.70,,,,1060
1126.82,0,,,
1126.98,,15,,
1127.09,,,28,
1127.19,,,,989
1127.31,0,,,
1127.47,,33,,
1127.57,,,28,
1127.67,,,,1037
1127.79,0,,,
1127.95,,18,,
1128.06,,,28,
1128.16,,,,1036
1128.28,0,,,
1128.44,,3,,
1128.54,,,28,
1128.64,,,,1040
1128.76,0,,,
1128.92,,33,,
1129.02,,,28,
1129.12,,,,1032
1129.24,0,,,
1129.40,,33,,
1129.50,,,28,
1129.60,,,,1046
1129.72,0,,,
1129.89,,86,,
1129.99,,,28,
1130.09,,,,1000
1130.21,0,,,
1130.37,,90,,
1130.57,,,,1037
1130.69,0,,,
1130.86,,90,,
1130.96,,,28,
1131.06,,,,1022
1131.18,0,,,
1131.34,,33,,
1131.44,,,28,
1131.54,,,,1044
1131.66,0,,,
1131.83,,90,,
1131.92,,,28,
1132.02,,,,1010
1132.14,0,,,
1132.31,,78,,
1132.41,,,28,
1132.63,0,,,
1132.79,,71,,
1132.89,,,28,
1132.99,,,,1033
1133.11,0,,,
1133.27,,45,,
1133.38,,,28,
1133.48,,,,1034
1133.60,0,,,
1133.76,,90,,
1133.86,,,28,
1134.08,0,,,
1134.24,,82,,
1134.34,,,28,
1134.44,,,,1029
1134.56,0,,,
1134.73,,75,,
1134.83,,,28,
1134.93,,,,1040
1135.05,0,,,
1135.21,,37,,
1135.31,,,28,
1135.41,,,,1026
1135.69,,37,,
1135.80,,,28,
1135.90,,,,1029
1136.02,0,,,
1136.18,,37,,
1136.28,,,28,
1136.38,,,,1029
1136.50,0,,,
1136.66,,82,,
1136.76,,,28,
1136.86,,,,1048
1136.98,0,,,
1137.15,,48,,
1137.25,,,28,
1137.35,,,,1011
1137.47,0,,,
1137.63,,45,,
1137.73,,,28,
1137.83,,,,1030
1137.95,0,,,
1138.11,,33,,
1138.22,,,28,
1138.32,,,,1035
1138.44,0,,,
1138.60,,48,,
1138.70,,,28,
1138.80,,,,1036
1138.92,0,,,
1139.08,,0,,
1139.18,,,28,
1139.29,,,,1046
1139.41,0,,,
1139.56,,78,,
1139.67,,,28,
1139.77,,,,1035
1139.89,0,,,
1140.05,,97,,
1140.15,,,28,
1140.25,,,,1031
1140.37,0,,,
1140.53,,75,,
1140.64,,,28,
1140.74,,,,1033
1140.86,0,,,
1141.02,,45,,
1141.12,,,28,
1141.22,,,,1037
1141.34,0,,,
1141.50,,52,,
1141.60,,,28,
1141.70,,,,1038
1141.82,0,,,
1141.98,,56,,
1142.08,,,28,
1142.18,,,,1031
1142.31,0,,,
1142.47,,97,,
1142.57,,,28,
1142.67,,,,1044
1142.79,0,,,
1142.95,,52,,
1143.05,,,28,
1143.15,,,,1032
1143.27,0,,,
1143.44,,82,,
1143.54,,,28,
1143.64,,,,1045
1143.92,,33,,
1144.02,,,28,
1144.12,,,,1035
1144.24,0,,,
1144.40,,105,,
1144.50,,,28,
1144.60,,,,1037
1144.73,0,,,
1144.89,,75,,
1144.99,,,28,
1145.09,,,,1031
1145.21,0,,,
1145.37,,52,,
1145.47,,,28,
1145.57,,,,1034
1145.69,0,,,
1145.85,,78,,
1145.96,,,28,
1146.06,,,,1026
1146.18,0,,,
1146.34,,82,,
1146.44,,,28,
1146.54,,,,1034
1146.66,0,,,
1146.82,,60,,
1146.92,,,28,
1147.02,,,,1034
1147.14,0,,,
1147.31,,60,,
1147.41,,,28,
1147.51,,,,1034
1147.63,0,,,
1147.79,,18,,
1147.89,,,28,
1147.99,,,,1034
1148.11,0,,,
1148.27,,127,,
1148.38,,,28,
1148.48,,,,1036
1148.60,0,,,
1148.76,,97,,
1148.86,,,28,
1148.96,,,,1037
1149.08,0,,,
1149.24,,41,,
1149.34,,,28,
1149.44,,,,1033
1149.57,0,,,
1149.73,,82,,
1149.83,,,28,
1149.93,,,,1036
1150.05,0,,,
1150.21,,60,,
1150.31,,,28,
1150.42,,,,1030
1150.54,0,,,
1150.69,,60,,
1150.80,,,28,
1150.90,,,,1030
1151.02,0,,,
1151.18,,71,,
1151.38,,,,1028
1151.50,0,,,
1151.66,,26,,
1151.76,,,28,
1151.86,,,,1030
1151.99,0,,,
1152.14,,97,,
1152.25,,,28,
1152.35,,,,1042
1152.47,0,,,
1152.63,,82,,
1152.73,,,28,
1152.83,,,,1034
1152.95,0,,,
1153.11,,93,,
1153.21,,,28,
1153.31,,,,1024
1153.44,0,,,
1153.60,,82,,
1153.70,,,28,
1153.80,,,,1041
1153.92,0,,,
1154.08,,0,,
1154.18,,,28,
1154.28,,,,1036
1154.40,0,,,
1154.56,,15,,
1154.66,,,28,
1154.76,,,,1039
1154.89,0,,,
1155.05,,63,,
1155.15,,,28,
1155.25,,,,1017
1155.37,0,,,
1155.53,,56,,
1155.63,,,28,
1155.73,,,,1039
1155.86,0,,,
1156.02,,56,,
1156.12,,,28,
1156.22,,,,1043
1156.34,0,,,
1156.50,,86,,
1156.60,,,28,
1156.70,,,,1032
1156.82,0,,,
1156.98,,82,,
1157.08,,,28,
1157.18,,,,1025
1157.30,0,,,
1157.47,,101,,
1157.57,,,28,
1157.67,,,,1028
1157.79,0,,,
1157.95,,18,,
1158.05,,,28,
1158.15,,,,1033
1158.27,0,,,
1158.43,,0,,
1158.54,,,28,
1158.64,,,,1034
1158.76,0,,,
1158.92,,11,,
1159.02,,,28,
1159.12,,,,1046
1159.24,0,,,
1159.40,,63,,
1159.51,,,28,
1159.60,,,,1029
1159.72,0,,,
